TRank,H-Unnamed: 0,H-Name,H-Team,H-GP,H-BO,H-L/R,H-PA,H-AB,H-H,H-R,H-HR,H-RBI,H-BB,H-SB,H-CS,H-AVG,H-POS,H-R-Z,H-HR-Z,H-RBI-Z,H-SB-Z,H-AVG-Z,H-SUM-Z,H-SUM-Z-A,H-Adj-Val,H-ACV,H-Unnamed: 26,P-Unnamed: 0,P-Name,P-Team,P-L/R,P-POS,P-IP,P-GS,P-GP,P-HA,P-R,P-ER,P-HR,P-BB,P-K,P-W,P-L,P-S,P-HD,P-BS,P-ERA,P-WHIP,P-SB,P-CS,P-SBP,P-W-Z,P-K-Z,P-S-Z,P-ERA-Z,P-WHIP-Z,P-Z-SUM,P-Z-SUM-A,P-ACV,P-Unnamed: 32,ACV
903,226,Will Benson,CIN| CLE,123,9,LEFT,388,343,64,40,14,43,40,16,7,0.187,RF| CF| LF,-1.774,-0.687,-1.326,0.366,-1.87,-5.291,-0.9030000000000004,4.388,-2.401897963023056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.401897963023056
904,327,Danny Jansen,MIL| TBA| TOR| BOS,85,7,RIGHT,324,278,57,35,9,24,40,0,0,0.205,CC,-2.049,-1.246,-2.28,-1.0,-1.121,-7.696,-0.9139999999999996,6.782,-2.4311569636800345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4311569636800345
905,228,Tyrone Taylor,NYN| MIL,111,6,RIGHT,345,319,79,44,7,35,19,8,1,0.248,RF| CF| LF,-1.554,-1.469,-1.728,-0.317,-0.241,-5.308,-0.92,4.388,-2.447116418583843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.447116418583843
906,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,Bobby Miller,LAN,RIGHT,SP,56.0,13,13,69,53,53,17,30,52,2,4,0,0,0,8.518,1.768,5,1,0.089,-1.772,-1.805,-0.501,-2.493,-1.546,-8.118,-1.3280000000000003,-2.4977783862126026,,-2.4977783862126026
907,301,Zach McKinstry,DET| LAN| CHN,111,7,LEFT,325,297,64,30,4,23,24,16,0,0.215,SS| 3B,-2.325,-1.804,-2.33,0.366,-0.959,-7.052,-0.9719999999999996,6.08,-2.5854316944168416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5854316944168416
908,232,Max Kepler,PHI| MIN,104,4,LEFT,399,368,93,43,8,42,22,1,0,0.253,RF,-1.609,-1.357,-1.376,-0.915,-0.135,-5.392,-1.0040000000000004,4.388,-2.670548787237152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.670548787237152
909,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,Dakota Hudson,SLN| COL,RIGHT,SP,89.0,18,18,99,66,61,11,50,49,2,12,0,0,0,6.168,1.674,6,5,0.067,-1.772,-1.87,-0.501,-2.017,-2.056,-8.216,-1.4259999999999993,-2.682102393628892,,-2.682102393628892
910,234,Mike Tauchman,CHA| NYA| SFN| CHN,105,1,LEFT,350,298,74,50,7,29,47,6,2,0.248,RF| DH,-1.223,-1.469,-2.029,-0.488,-0.21,-5.418,-1.0300000000000002,4.388,-2.739706425153652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.739706425153652
911,236,MJ Melendez,KCA,134,5,LEFT,451,412,85,44,17,44,35,4,4,0.206,LF,-1.554,-0.351,-1.276,-0.659,-1.621,-5.461,-1.0730000000000004,4.388,-2.85408251863094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.85408251863094
912,175,J. D. Martinez,BOS| LAN| NYN,120,3,RIGHT,495,434,102,46,16,69,49,0,0,0.235,DH,-1.443,-0.463,-0.022,-1.0,-0.749,-3.678,-1.1054999999999997,2.5725,-2.940529566026563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.940529566026563
913,335,Ben Rortvedt,LAN| TBA| MIN| NYA,105,8,LEFT,328,290,66,27,3,31,34,1,0,0.228,CC,-2.49,-1.916,-1.928,-0.915,-0.667,-7.916,-1.1340000000000003,6.782,-3.0163369768196517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0163369768196517
914,230,Jorge Polanco,SEA| MIN,118,5,SWITCH,469,417,89,43,16,45,46,4,2,0.213,2B,-1.609,-0.463,-1.226,-0.659,-1.413,-5.369,-1.144,4.225,-3.0429360683259965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0429360683259965
915,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,Taijuan Walker,PHI| SEA| TOR| NYN,RIGHT,SP| RP,83.66666666666666,15,19,107,68,66,24,37,58,3,7,0,0,0,7.1,1.721,6,4,0.072,-1.511,-1.676,-0.501,-2.621,-2.122,-8.431,-1.6409999999999991,-3.0864866956136128,,-3.0864866956136128
916,243,Jake Cave,MIN| PHI| COL,110,7,LEFT,346,323,81,42,7,37,18,4,2,0.251,LF| RF,-1.664,-1.469,-1.627,-0.659,-0.166,-5.585,-1.197,4.388,-3.1839112533096308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1839112533096308
917,244,Seth Brown,ATH| OAK,120,5,LEFT,400,372,86,32,14,44,25,4,2,0.231,1B| LF| RF,-2.215,-0.687,-1.276,-0.659,-0.752,-5.588,-1.2000000000000002,4.388,-3.191890980761535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.191890980761535
918,247,Amed Rosario,NYA| WAS| NYN| CLE| LAN| CIN| TBA,99,5,RIGHT,346,332,93,28,3,32,9,12,5,0.28,RF| DH| 2B,-2.435,-1.916,-1.878,0.024,0.578,-5.627,-1.239,4.388,-3.295627437636284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.295627437636284
919,339,Nick Fortes,MIA| TBA,101,9,RIGHT,335,308,70,27,4,29,11,0,1,0.227,CC,-2.49,-1.804,-2.029,-1.0,-0.715,-8.039,-1.2569999999999997,6.782,-3.3435058023477064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3435058023477064
920,203,Rowdy Tellez,SEA| TEX| TOR| MIL| PIT,126,5,LEFT,421,383,93,38,13,56,31,1,0,0.243,1B,-1.884,-0.798,-0.674,-0.915,-0.432,-4.703,-1.273,3.43,-3.386064348757862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.386064348757862
921,249,Matt Wallner,MIN,75,4,LEFT,261,220,57,26,13,37,24,3,0,0.259,RF| LF,-2.545,-0.798,-1.627,-0.744,0.027,-5.688,-1.2999999999999998,4.388,-3.4578818958249955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4578818958249955
922,235,Oswaldo Cabrera,NYA,93,9,SWITCH,326,299,74,45,8,36,21,4,1,0.247,3B,-1.498,-1.357,-1.677,-0.659,-0.23,-5.421,-1.3150000000000004,4.106,-3.497780533084516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.497780533084516
923,237,Ramon Urias,BAL| HOU,93,9,RIGHT,301,272,69,39,11,37,23,1,1,0.254,3B,-1.829,-1.022,-1.627,-0.915,-0.079,-5.472,-1.3660000000000003,4.106,-3.633435899766882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.633435899766882
924,238,Gio Urshela,ATH| NYA| MIN| ANA| ATL| DET,125,8,RIGHT,461,432,108,34,9,52,23,0,0,0.25,3B,-2.105,-1.246,-0.875,-1.0,-0.248,-5.473,-1.367,4.106,-3.636095808917515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.636095808917515
925,251,Parker Meadows,DET,75,1,LEFT,298,270,66,37,9,28,25,9,3,0.244,CF,-1.939,-1.246,-2.079,-0.232,-0.271,-5.766,-1.378,4.388,-3.665354809574496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.665354809574496
926,313,Bo Bichette,TOR,81,4,RIGHT,336,311,70,29,4,31,20,5,1,0.225,SS,-2.38,-1.804,-1.928,-0.573,-0.775,-7.461,-1.3810000000000002,6.08,-3.6733345370264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6733345370264
927,253,Will Brennan,CLE,113,5,LEFT,353,330,87,37,8,30,19,4,2,0.264,RF,-1.939,-1.357,-1.978,-0.659,0.156,-5.777,-1.3890000000000002,4.388,-3.694613810231477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.694613810231477
928,314,Nicky Lopez,ANA| CHN| KCA| ATL| CHA,120,1,LEFT,445,398,96,39,1,21,37,5,7,0.241,SS| 2B,-1.829,-2.14,-2.43,-0.573,-0.498,-7.47,-1.3899999999999997,6.08,-3.69727371938211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.69727371938211
929,254,Davis Schneider,TOR,129,1,RIGHT,454,397,76,48,13,46,47,6,0,0.191,LF| 2B,-1.333,-0.798,-1.176,-0.488,-2.016,-5.812,-1.4240000000000004,4.388,-3.787710630503689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.787710630503689
930,356,Adrian Del Castillo,ARI,25,6,LEFT,87,80,25,12,4,19,7,1,1,0.312,CC,-3.317,-1.804,-2.53,-0.915,0.339,-8.228,-1.4459999999999995,6.782,-3.846228631817648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.846228631817648
931,241,Donovan Solano,SEA| TEX| SFN| CIN| MIN| SDN,95,5,RIGHT,309,283,81,31,8,35,22,2,1,0.286,1B| DH| 3B,-2.27,-1.357,-1.728,-0.829,0.626,-5.558,-1.452,4.106,-3.862188086721457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.862188086721457
932,256,Connor Joe,CIN| SDN| COL| PIT,120,3,RIGHT,416,364,83,49,9,36,44,2,2,0.228,1B| RF,-1.278,-1.246,-1.677,-0.829,-0.824,-5.855,-1.4670000000000003,4.388,-3.9020867239809776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9020867239809776
933,246,Enrique Hernandez,LAN| BOS,121,8,RIGHT,393,362,83,44,12,42,27,0,0,0.229,3B,-1.554,-0.91,-1.376,-1.0,-0.785,-5.625,-1.519,4.106,-4.040401999813977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.040401999813977
934,214,Ty France,MIN| TOR| SDN| SEA| CIN,139,6,RIGHT,535,479,112,46,13,51,38,1,1,0.234,1B,-1.443,-0.798,-0.925,-0.915,-0.871,-4.953,-1.523,3.43,-4.051041636416515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.051041636416515
935,252,Jared Triolo,PIT,119,8,RIGHT,446,394,85,40,9,46,42,8,1,0.216,2B| 3B,-1.774,-1.246,-1.176,-0.317,-1.265,-5.777,-1.5520000000000005,4.225,-4.128179001784919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.128179001784919
936,215,Jake Bauers,MIL| CLE| SEA| NYA,112,5,LEFT,346,302,60,45,12,43,39,13,1,0.199,1B,-1.498,-0.91,-1.326,0.11,-1.366,-4.991,-1.5609999999999995,3.43,-4.152118184140629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.152118184140629
937,322,Brett Wisely,ATL| SFN,84,9,LEFT,272,252,60,23,4,31,13,2,3,0.238,2B| SS,-2.711,-1.804,-1.928,-0.829,-0.376,-7.648,-1.5679999999999996,6.08,-4.170737548195071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.170737548195071
938,325,Javier Baez,DET| CHN| NYN,79,8,RIGHT,289,272,50,25,6,37,12,8,1,0.184,SS,-2.6,-1.581,-1.627,-0.317,-1.541,-7.666,-1.5860000000000003,6.08,-4.218615912906496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.218615912906496
939,360,Christian Bethancourt,OAK| TBA| CHN| MIA,46,9,RIGHT,147,139,29,17,5,22,5,3,0,0.209,CC,-3.041,-1.693,-2.38,-0.744,-0.522,-8.38,-1.5980000000000008,6.782,-4.250534822714112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.250534822714112
940,259,Richie Palacios,TBA| CLE| SLN,89,6,LEFT,316,264,59,42,5,21,45,17,1,0.223,RF| 2B| LF,-1.664,-1.693,-2.43,0.451,-0.69,-6.025,-1.6370000000000005,4.388,-4.354271279588861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.354271279588861
941,260,Garrett Mitchell,MIL,67,3,LEFT,224,196,50,33,8,21,25,11,3,0.255,RF| CF,-2.16,-1.357,-2.43,-0.061,-0.036,-6.044,-1.6559999999999997,4.388,-4.404809553450917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.404809553450917
942,362,Sean Murphy,ATL| OAK,71,7,RIGHT,264,233,45,19,10,25,27,0,0,0.193,CC,-2.931,-1.134,-2.229,-1.0,-1.153,-8.447,-1.6649999999999991,6.782,-4.428748735806627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.428748735806627
943,261,Stuart Fairchild,ATL| ARI| CIN| SEA| SFN,85,9,RIGHT,233,209,45,33,8,30,17,13,1,0.215,CF| RF,-2.16,-1.357,-1.978,0.11,-0.678,-6.064,-1.6760000000000002,4.388,-4.45800773646361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.45800773646361
944,264,Gavin Sheets,SDN| CHA,139,4,LEFT,501,451,105,35,10,45,43,2,2,0.233,1B| DH| RF,-2.049,-1.134,-1.226,-0.829,-0.855,-6.094,-1.7060000000000004,4.388,-4.537805010982649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.537805010982649
945,255,Josh Rojas,CHA| ARI| SEA,138,9,LEFT,476,422,95,48,8,31,46,10,4,0.225,3B,-1.333,-1.357,-1.928,-0.146,-1.05,-5.815,-1.7090000000000003,4.106,-4.545784738434554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.545784738434554
946,257,Thairo Estrada,COL| NYA| SFN,96,7,RIGHT,381,364,79,43,9,47,10,2,2,0.217,2B,-1.609,-1.246,-1.126,-0.829,-1.132,-5.941,-1.7160000000000002,4.225,-4.564404102488995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.564404102488995
947,265,Tyler Freeman,COL| CLE,112,8,RIGHT,383,330,69,47,7,32,28,10,6,0.209,CF,-1.388,-1.469,-1.878,-0.146,-1.228,-6.11,-1.7220000000000004,4.388,-4.580363557392803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.580363557392803
948,267,David Peralta,ARI| TBA| LAN| SDN,89,7,LEFT,260,236,63,35,8,28,22,2,0,0.267,RF,-2.049,-1.357,-2.079,-0.829,0.172,-6.143,-1.755,4.388,-4.668140559363744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.668140559363744
949,268,Miguel Andujar,ATH| CIN| NYA| PIT| OAK,75,2,RIGHT,319,302,86,31,4,30,13,3,2,0.285,LF,-2.27,-1.804,-1.978,-0.744,0.634,-6.163,-1.7750000000000004,4.388,-4.721338742376438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.721338742376438
950,269,Ronald Acuna,ATL,49,1,RIGHT,222,192,48,38,4,15,27,16,3,0.25,RF,-1.884,-1.804,-2.731,0.366,-0.11,-6.164,-1.7759999999999998,4.388,-4.72399865152707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.72399865152707
951,225,Jon Singleton,HOU| MIL,119,6,LEFT,405,355,83,46,13,42,47,0,0,0.234,1B,-1.443,-0.798,-1.376,-1.0,-0.646,-5.264,-1.834,3.43,-4.878273382263879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.878273382263879
952,274,Mitch Haniger,SEA| SFN,121,7,RIGHT,423,380,79,42,12,44,40,0,0,0.208,DH| RF,-1.664,-0.91,-1.276,-1.0,-1.449,-6.299,-1.9110000000000005,4.388,-5.083086386862745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.083086386862745
953,233,LaMonte Wade,ANA| SFN| MIN,116,2,LEFT,401,331,86,45,8,34,62,2,1,0.26,1B,-1.498,-1.357,-1.778,-0.829,0.06,-5.403,-1.9729999999999996,3.43,-5.248000754202089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.248000754202089
954,278,Jason Heyward,SDN| CHN| LAN| HOU,84,8,LEFT,258,228,48,32,10,37,22,5,0,0.211,RF,-2.215,-1.134,-1.627,-0.573,-0.823,-6.372,-1.984,4.388,-5.27725975485907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.27725975485907
955,346,Blaze Alexander,ARI,54,8,RIGHT,185,166,41,19,3,21,15,3,0,0.247,SS,-2.931,-1.916,-2.43,-0.744,-0.134,-8.155,-2.0749999999999997,6.08,-5.519311487566818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.519311487566818
956,349,Vidal Brujan,ATL| BAL| CHN| TBA| MIA,92,8,SWITCH,278,248,55,32,2,16,25,5,5,0.222,2B| SS,-2.215,-2.028,-2.681,-0.573,-0.681,-8.178,-2.0980000000000008,6.08,-5.5804893980314185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5804893980314185
957,240,Jonah Bride,MIA| MIN| OAK,67,4,RIGHT,272,232,64,30,11,39,30,0,1,0.276,1B,-2.325,-1.022,-1.527,-1.0,0.328,-5.546,-2.116,3.43,-5.62836776274284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.62836776274284
958,285,Michael Siani,SLN| CIN,107,9,LEFT,334,298,68,35,2,20,21,20,3,0.228,CF,-2.049,-2.028,-2.48,0.707,-0.671,-6.522,-2.1340000000000003,4.388,-5.676246127454263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.676246127454263
959,392,Kyle McCann,OAK,52,7,LEFT,157,140,33,13,5,15,16,0,0,0.236,CC,-3.262,-1.693,-2.731,-1.0,-0.234,-8.92,-2.138,6.782,-5.6868857640568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.6868857640568
960,277,Lenyn Sosa,CHA,98,7,RIGHT,369,351,89,28,8,35,12,3,1,0.254,2B| 3B,-2.435,-1.357,-1.728,-0.744,-0.106,-6.37,-2.1450000000000005,4.225,-5.705505128111245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.705505128111245
961,410,Austin Barnes,LAN,51,9,RIGHT,156,140,37,12,1,11,14,3,0,0.264,CC,-3.317,-2.14,-2.932,-0.744,0.073,-9.059,-2.2769999999999992,6.782,-6.05661313599501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.05661313599501
962,288,Jonny DeLuca,TBA| LAN,99,6,RIGHT,362,332,72,28,6,31,24,15,6,0.217,RF| CF,-2.435,-1.581,-1.928,0.28,-1.037,-6.701,-2.313,4.388,-6.152369865417858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.152369865417858
963,414,Luis Torrens,NYN| SDN| SEA| CHN,42,8,RIGHT,130,118,27,14,3,15,9,0,1,0.229,CC,-3.207,-1.916,-2.731,-1.0,-0.26,-9.114,-2.3320000000000007,6.782,-6.202908139279917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.202908139279917
964,363,Daniel Schneemann,CLE,73,7,LEFT,221,193,42,17,5,22,25,3,2,0.218,SS,-3.041,-1.693,-2.38,-0.744,-0.592,-8.449,-2.369,6.08,-6.301324777853396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.301324777853396
965,290,Sam Hilliard,COL| ATL,47,9,LEFT,158,138,33,24,10,27,14,4,1,0.239,LF,-2.656,-1.134,-2.129,-0.659,-0.195,-6.772,-2.3840000000000003,4.388,-6.341223415112917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.341223415112917
966,417,Reese McGuire,CHN| TOR| BOS| CHA,51,8,LEFT,158,139,29,10,3,18,13,3,0,0.209,CC,-3.427,-1.916,-2.581,-0.744,-0.522,-9.19,-2.4079999999999995,6.782,-6.405061234728144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.405061234728144
967,292,Nick Gordon,MIN| MIA,92,7,LEFT,275,260,59,29,8,32,11,5,5,0.227,LF,-2.38,-1.357,-1.878,-0.573,-0.611,-6.8,-2.412,4.388,-6.415700871330684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.415700871330684
968,366,Taylor Walls,TBA,74,9,SWITCH,252,218,40,26,1,14,31,14,3,0.183,SS,-2.545,-2.14,-2.781,0.195,-1.241,-8.512,-2.4320000000000004,6.08,-6.468899054343378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.468899054343378
969,293,Whit Merrifield,KCA| TOR| ATL| PHI,89,9,RIGHT,335,293,65,40,4,15,35,15,2,0.222,2B| LF,-1.774,-1.804,-2.731,0.28,-0.803,-6.832,-2.444,4.388,-6.500817964150992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.500817964150992
970,422,Garrett Stubbs,PHI| HOU,52,9,LEFT,187,164,34,18,1,11,17,5,0,0.207,CC,-2.986,-2.14,-2.932,-0.573,-0.633,-9.263,-2.481,6.782,-6.599234602724472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.599234602724472
971,295,Manuel Margot,DET| TBA| MIN,116,1,RIGHT,343,315,75,34,4,31,21,5,0,0.238,RF| LF| CF,-2.105,-1.804,-1.928,-0.573,-0.469,-6.88,-2.492,4.388,-6.628493603381454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.628493603381454
972,423,Matt Thaiss,CHA| TBA| ANA,57,6,LEFT,186,157,32,14,2,16,28,3,0,0.204,CC,-3.207,-2.028,-2.681,-0.744,-0.648,-9.307,-2.5250000000000004,6.782,-6.716270605352396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.716270605352396
973,286,Ke'Bryan Hayes,CIN| PIT,96,3,RIGHT,396,365,85,38,4,25,23,11,2,0.233,3B,-1.884,-1.804,-2.229,-0.061,-0.69,-6.669,-2.563,4.106,-6.81734715307651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.81734715307651
974,378,Leo Jimenez,TOR,61,9,RIGHT,210,179,41,18,4,19,12,0,0,0.229,SS| 2B,-2.986,-1.804,-2.53,-1.0,-0.391,-8.712,-2.632,6.08,-7.000880884470298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.000880884470298
975,382,Brooks Lee,MIN,50,8,SWITCH,185,172,38,9,3,27,11,3,0,0.221,SS,-3.482,-1.916,-2.129,-0.744,-0.483,-8.755,-2.6750000000000007,6.08,-7.115256977947589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.115256977947589
976,302,Jhonkensy Noel,CLE,65,7,RIGHT,198,179,39,24,13,28,13,0,0,0.218,RF,-2.656,-0.798,-2.079,-1.0,-0.545,-7.078,-2.6900000000000004,4.388,-7.155155615207108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.155155615207108
977,305,Eddie Rosario,ATL| LAN| MIN| CLE| WAS,91,7,LEFT,319,297,52,33,10,35,16,9,1,0.175,LF| RF,-2.16,-1.134,-1.728,-0.232,-1.882,-7.135,-2.747,4.388,-7.306770436793279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.306770436793279
978,385,Nick Ahmed,TEX| ARI| LAN| SDN| SFN,68,9,RIGHT,228,210,48,20,2,17,11,2,1,0.229,SS,-2.876,-2.028,-2.631,-0.829,-0.467,-8.831,-2.7509999999999994,6.08,-7.317410073395816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.317410073395816
979,429,Tomas Nido,DET| NYN| CHN,45,9,RIGHT,140,130,25,14,4,12,5,0,0,0.192,CC,-3.207,-1.804,-2.882,-1.0,-0.652,-9.544,-2.7620000000000005,6.782,-7.3466690740528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3466690740528
980,300,Andy Ibanez,DET| TEX,99,2,RIGHT,244,224,54,30,5,32,15,2,3,0.241,2B,-2.325,-1.693,-1.878,-0.829,-0.283,-7.008,-2.7830000000000004,4.225,-7.402527166216126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.402527166216126
981,430,Jose Herrera,ARI,39,9,SWITCH,114,97,22,11,1,13,9,0,0,0.227,CC,-3.372,-2.14,-2.831,-1.0,-0.229,-9.572,-2.789999999999999,6.782,-7.421146530270565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.421146530270565
982,272,Spencer Torkelson,DET,92,6,RIGHT,381,342,75,45,10,37,33,0,0,0.219,1B,-1.498,-1.134,-1.627,-1.0,-1.004,-6.264,-2.834,3.43,-7.5381825328984915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.5381825328984915
983,298,Abraham Toro,BOS| HOU| SEA| MIL| OAK,93,1,SWITCH,364,337,81,34,6,26,20,4,2,0.24,3B,-2.105,-1.581,-2.179,-0.659,-0.444,-6.967,-2.861,4.106,-7.610000079965625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.610000079965625
984,299,Connor Norby,MIA| BAL,45,2,RIGHT,194,178,42,32,9,20,15,3,3,0.236,3B,-2.215,-1.246,-2.48,-0.744,-0.295,-6.979,-2.873,4.106,-7.641918989773242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.641918989773242
985,304,Jorge Mateo,BAL| SDN,62,9,RIGHT,208,192,44,28,5,18,10,12,2,0.229,2B,-2.435,-1.693,-2.581,0.024,-0.418,-7.102,-2.8770000000000007,4.225,-7.652558626375781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.652558626375781
986,395,Trey Sweeney,DET,33,8,LEFT,119,110,24,11,4,17,7,2,0,0.218,SS,-3.372,-1.804,-2.631,-0.829,-0.332,-8.969,-2.889,6.08,-7.684477536183393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.684477536183393
987,307,Chas McCormick,HOU,84,9,RIGHT,267,242,51,31,5,27,17,8,2,0.211,RF| LF,-2.27,-1.693,-2.129,-0.317,-0.87,-7.278,-2.89,4.388,-7.687137445334028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.687137445334028
988,276,Juan Yepez,SLN| WAS,62,3,RIGHT,249,226,64,32,6,26,18,2,1,0.283,1B,-2.215,-1.581,-2.179,-0.829,0.447,-6.357,-2.927,3.43,-7.78555408390751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.78555408390751
989,279,Triston Casas,BOS,62,4,LEFT,243,212,51,28,13,32,30,0,1,0.241,1B,-2.435,-0.798,-1.878,-1.0,-0.276,-6.387,-2.9569999999999994,3.43,-7.865351358426547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.865351358426547
990,451,Riley Adams,WAS| TOR,39,8,RIGHT,130,116,26,10,2,8,10,1,0,0.224,CC,-3.427,-2.028,-3.082,-0.915,-0.297,-9.749,-2.9670000000000005,6.782,-7.891950449932896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.891950449932896
