,Name,Team,GP,BO,L/R,PA,AB,H,R,HR,RBI,BB,SB,CS,AVG,POS,R-Z,HR-Z,RBI-Z,SB-Z,AVG-Z,SUM-Z,SUM-Z-A,Adj-Val,ACV,
395,Trey Sweeney,DET,33,8,LEFT,119,110,24,11,4,17,7,2,0,0.218,SS,-3.372,-1.804,-2.631,-0.829,-0.332,-8.969,-2.8889999999999993,6.08,-7.684477536183393,
396,Brett Baty,NYN,50,8,LEFT,171,153,35,15,4,16,16,0,0,0.229,3B,-3.151,-1.804,-2.681,-1.0,-0.338,-8.975,-4.869,4.106,-12.951097654439927,
397,Rece Hinds,CIN,20,8,RIGHT,51,46,12,8,5,11,4,2,0,0.261,,-3.537,-1.693,-2.932,-0.829,0.012,-8.979,-8.979,0.0,-23.883324263548182,
398,Andruw Monasterio,MIL,54,9,RIGHT,142,125,26,14,1,16,16,6,2,0.208,2B| 3B,-3.207,-2.14,-2.681,-0.488,-0.476,-8.991,-4.766,4.225,-12.677127011924561,
399,Griffin Conine,MIA,30,6,LEFT,89,82,22,13,3,12,6,0,0,0.268,,-3.262,-1.916,-2.882,-1.0,0.068,-8.991,-8.991,0.0,-23.915243173355798,
400,Matt Carpenter,SLN| NYA| SDN,57,7,LEFT,157,137,32,14,4,15,15,0,2,0.234,DH,-3.207,-1.804,-2.731,-1.0,-0.252,-8.994,-6.4215,2.5725000000000002,-17.080606610800164,
401,Corey Julks,CHA| HOU,58,1,RIGHT,189,173,37,15,3,14,15,5,1,0.214,LF| RF,-3.151,-1.916,-2.781,-0.573,-0.58,-9.002,-4.614000000000001,4.388,-12.272820821028104,
402,Tyler Wade,SDN| NYA| ANA| OAK,63,9,LEFT,156,138,30,19,0,8,11,8,0,0.217,3B,-2.931,-2.251,-3.082,-0.317,-0.425,-9.007,-4.901,4.106,-13.036214747260233,
403,Nathan Lukes,TOR,21,2,LEFT,91,76,23,13,1,10,10,1,0,0.303,,-3.262,-2.14,-2.982,-0.915,0.264,-9.034,-9.034,0.0,-24.029619266833087,
404,Jung Hoo Lee,SFN,36,1,LEFT,158,145,38,15,2,8,10,2,3,0.262,CF,-3.151,-2.028,-3.082,-0.829,0.051,-9.04,-4.651999999999999,4.388,-12.373897368752214,
405,Grant McCray,SFN,36,8,LEFT,130,124,25,13,5,10,6,5,0,0.202,CF,-3.262,-1.693,-2.982,-0.573,-0.533,-9.042,-4.654,4.388,-12.379217187053484,
406,Angel Martinez,CLE,42,2,SWITCH,169,151,35,15,3,11,15,3,1,0.232,CF,-3.151,-1.916,-2.932,-0.744,-0.298,-9.042,-4.654,4.388,-12.379217187053484,
407,Travis Jankowski,CHA| NYN| TBA| CIN| PHI| SEA| TEX,77,8,LEFT,207,190,38,17,1,12,12,10,0,0.2,DH| RF,-3.041,-2.14,-2.882,-0.146,-0.84,-9.049,-4.661,4.388,-12.397836551107927,
408,Trevor Story,BOS| COL,26,3,RIGHT,106,94,24,8,2,10,11,6,3,0.255,SS,-3.537,-2.028,-2.982,-0.488,-0.016,-9.05,-2.9700000000000006,6.08,-7.8999301773848,
409,Kyle Manzardo,CLE,52,6,LEFT,156,145,34,11,5,15,9,0,0,0.234,DH,-3.372,-1.693,-2.731,-1.0,-0.256,-9.052,-6.4795,2.5725000000000002,-17.23488134153697,
410,Austin Barnes,LAN,51,9,RIGHT,156,140,37,12,1,11,14,3,0,0.264,CC,-3.317,-2.14,-2.932,-0.744,0.073,-9.059,-2.2769999999999992,6.782,-6.05661313599501,
411,Kyle Stowers,MIA| BAL,63,8,LEFT,209,192,40,15,3,24,13,0,1,0.208,LF,-3.151,-1.916,-2.28,-1.0,-0.726,-9.073,-4.6850000000000005,4.388,-12.46167437072316,
412,Heston Kjerstad,BAL,39,5,LEFT,114,99,25,8,4,14,10,1,0,0.253,,-3.537,-1.804,-2.781,-0.915,-0.038,-9.075,-9.075,0.0,-24.138675542009103,
413,Alek Thomas,ARI,30,8,LEFT,103,95,18,12,3,17,7,3,0,0.189,CF,-3.317,-1.916,-2.631,-0.744,-0.497,-9.104,-4.715999999999999,4.388,-12.544131554392829,
414,Luis Torrens,NYN| SDN| SEA| CHN,42,8,RIGHT,130,118,27,14,3,15,9,0,1,0.229,CC,-3.207,-1.916,-2.731,-1.0,-0.26,-9.114,-2.3320000000000007,6.782,-6.202908139279917,
415,Garrett Hampson,ARI| CIN| SLN| COL| MIA| KCA,91,9,RIGHT,231,213,49,13,0,16,14,6,2,0.23,CF| 2B| LF,-3.262,-2.251,-2.681,-0.488,-0.449,-9.131,-4.743,4.388,-12.615949101459966,
416,Andres Chaparro,WAS,33,4,RIGHT,132,121,26,12,4,15,7,1,1,0.215,DH,-3.317,-1.804,-2.731,-0.915,-0.396,-9.163,-6.5905000000000005,2.5725000000000002,-17.530131257257413,
417,Reese McGuire,CHN| TOR| BOS| CHA,51,8,LEFT,158,139,29,10,3,18,13,3,0,0.209,CC,-3.427,-1.916,-2.581,-0.744,-0.522,-9.19,-2.4079999999999995,6.782,-6.405061234728144,
418,Will Wagner,SDN| TOR,23,6,LEFT,86,82,25,8,2,11,4,0,0,0.305,2B,-3.537,-2.028,-2.932,-1.0,0.299,-9.198,-4.973000000000001,4.225,-13.227728206105928,
419,DJ Stewart,BAL| NYN,73,5,LEFT,194,158,28,16,5,19,31,1,0,0.177,DH| RF,-3.096,-1.693,-2.53,-0.915,-0.975,-9.209,-4.821,4.388,-12.823422015209465,
420,Nick Sogard,BOS,24,7,SWITCH,86,77,21,13,0,8,7,3,0,0.273,,-3.262,-2.251,-3.082,-0.744,0.09,-9.249,-9.249,0.0,-24.60149973421953,
421,Jordan Beck,COL,53,8,RIGHT,184,170,32,14,3,13,12,7,1,0.188,LF,-3.207,-1.916,-2.831,-0.403,-0.905,-9.262,-4.8740000000000006,4.388,-12.964397200193101,
422,Garrett Stubbs,PHI| HOU,52,9,LEFT,187,164,34,18,1,11,17,5,0,0.207,CC,-2.986,-2.14,-2.932,-0.573,-0.633,-9.263,-2.481,6.782,-6.599234602724472,
423,Matt Thaiss,CHA| TBA| ANA,57,6,LEFT,186,157,32,14,2,16,28,3,0,0.204,CC,-3.207,-2.028,-2.681,-0.744,-0.648,-9.307,-2.5250000000000004,6.782,-6.716270605352396,
424,Luis Urias,ATH| MIL| BOS| SEA,40,8,RIGHT,109,94,18,11,4,16,9,0,0,0.191,3B,-3.372,-1.804,-2.681,-1.0,-0.477,-9.334,-5.228,4.106,-13.906005039517751,
425,Danny Mendick,CHA| NYN,46,8,RIGHT,141,132,26,13,3,8,6,6,0,0.197,3B,-3.262,-1.916,-3.082,-0.488,-0.614,-9.362,-5.256,4.106,-13.980482495735522,
426,Jon Berti,CHN| MIA| NYA,21,9,RIGHT,74,66,18,7,1,6,6,5,1,0.273,,-3.592,-2.14,-3.183,-0.573,0.077,-9.41,-9.41,0.0,-25.0297451074717,
427,Ben Gamel,MIL| CLE| PIT| SDN| HOU| NYN,32,7,LEFT,99,81,20,19,1,4,18,0,0,0.247,RF,-2.931,-2.14,-3.283,-1.0,-0.066,-9.419,-5.031000000000001,4.388,-13.382002936842735,
428,Rafael Marchan,PHI,15,9,SWITCH,56,51,15,8,3,6,3,0,0,0.294,,-3.537,-1.916,-3.183,-1.0,0.144,-9.492,-9.492,0.0,-25.24785765782374,
429,Tomas Nido,DET| NYN| CHN,45,9,RIGHT,140,130,25,14,4,12,5,0,0,0.192,CC,-3.207,-1.804,-2.882,-1.0,-0.652,-9.544,-2.7620000000000005,6.782,-7.3466690740528,
430,Jose Herrera,ARI,39,9,SWITCH,114,97,22,11,1,13,9,0,0,0.227,CC,-3.372,-2.14,-2.831,-1.0,-0.229,-9.572,-2.789999999999999,6.782,-7.4211465302705655,
431,Joshua Palacios,CHA| TOR| WAS| PIT,23,6,LEFT,78,67,15,10,2,9,10,1,0,0.224,,-3.427,-2.028,-3.032,-0.915,-0.173,-9.575,-9.575,0.0,-25.46863011732641,
432,Christian Encarnacion-Strand,CIN,29,3,RIGHT,123,116,22,13,2,16,4,0,0,0.19,1B,-3.262,-2.028,-2.681,-1.0,-0.605,-9.576,-6.146000000000001,3.43,-16.347801639800327,
433,Miguel Vargas,CHA| LAN,71,8,RIGHT,237,206,31,22,5,16,25,3,1,0.15,3B| LF,-2.766,-1.693,-2.681,-0.744,-1.695,-9.578,-5.1899999999999995,4.388,-13.804928491793635,
434,Sean Bouchard,COL,31,9,RIGHT,108,91,17,14,1,8,12,4,0,0.187,,-3.207,-2.14,-3.082,-0.659,-0.495,-9.582,-9.582,0.0,-25.487249481380857,
435,Bryan Ramos,CHA,30,6,RIGHT,108,99,20,12,3,11,7,0,2,0.202,,-3.317,-1.916,-2.932,-1.0,-0.422,-9.587,-9.587,0.0,-25.500549027134028,
436,Jose Acuna,NYN,11,9,RIGHT,40,39,12,6,3,6,1,0,1,0.308,,-3.647,-1.916,-3.183,-1.0,0.151,-9.595,-9.595,0.0,-25.521828300339106,
437,Ryan Bliss,SEA,25,9,RIGHT,71,63,14,8,2,9,5,2,2,0.222,2B,-3.537,-2.028,-3.032,-0.829,-0.171,-9.597,-5.372,4.225,-14.289031957209136,
438,Kris Bryant,COL| CHN| SFN,37,5,RIGHT,155,133,29,9,2,15,13,0,0,0.218,,-3.482,-2.028,-2.731,-1.0,-0.403,-9.644,-9.644,0.0,-25.6521638487202,
439,Oliver Dunn,MIL,39,8,LEFT,104,95,21,11,1,7,6,3,0,0.221,3B,-3.372,-2.14,-3.132,-0.744,-0.266,-9.654,-5.548,4.106,-14.757175967720828,
440,Victor Scott,SLN,46,9,LEFT,155,145,26,14,2,10,6,5,1,0.179,CF,-3.207,-2.028,-2.982,-0.573,-0.872,-9.661,-5.273,4.388,-14.02570095129631,
441,Brooks Baldwin,CHA,33,9,SWITCH,121,114,24,9,2,8,6,4,0,0.211,2B,-3.482,-2.028,-3.082,-0.659,-0.412,-9.662,-5.437000000000001,4.225,-14.46192605200039,
442,J. D. Davis,ANA| NYN| SFN| NYA| OAK,46,6,RIGHT,157,142,31,13,4,6,12,0,0,0.218,1B,-3.262,-1.804,-3.183,-1.0,-0.428,-9.676,-6.246,3.43,-16.61379255486379,
443,Estevan Florial,NYA| CLE,35,7,LEFT,111,98,17,11,3,11,11,2,1,0.173,,-3.372,-1.916,-2.932,-0.829,-0.633,-9.682,-9.682,0.0,-25.753240396444316,
444,Esteury Ruiz,LAN| MIL| SDN| OAK,24,1,RIGHT,65,55,11,7,2,8,4,3,3,0.2,,-3.592,-2.028,-3.082,-0.744,-0.243,-9.689,-9.689,0.0,-25.771859760498756,
445,Eric Wagaman,MIA| ANA,18,6,RIGHT,74,72,18,6,2,10,2,0,0,0.25,,-3.647,-2.028,-2.982,-1.0,-0.041,-9.699,-9.699,0.0,-25.798458852005105,
446,Aaron Schunk,COL,34,9,RIGHT,98,94,22,11,2,7,4,0,1,0.234,,-3.372,-2.028,-3.132,-1.0,-0.169,-9.702,-9.702,0.0,-25.80643857945701,
447,Niko Kavadas,ANA,30,8,LEFT,106,93,17,11,4,8,11,1,0,0.183,DH,-3.372,-1.804,-3.082,-0.915,-0.534,-9.707,-7.134500000000001,2.5725000000000002,-18.97712183520264,
448,Curtis Mead,CHA| TBA,38,6,RIGHT,132,122,29,10,1,7,6,2,0,0.238,2B,-3.427,-2.14,-3.132,-0.829,-0.185,-9.714,-5.489000000000001,4.225,-14.600241327833388,
449,Billy Cook,PIT,14,9,RIGHT,49,49,11,5,3,8,0,1,0,0.224,,-3.702,-1.916,-3.082,-0.915,-0.124,-9.74,-9.74,0.0,-25.907515127181124,
450,Luis Guillorme,HOU| NYN| ANA| ARI| ATL,65,9,LEFT,187,161,33,14,0,10,23,4,2,0.205,2B,-3.207,-2.251,-2.982,-0.659,-0.65,-9.749,-5.524000000000001,4.225,-14.6933381481056,
451,Riley Adams,WAS| TOR,39,8,RIGHT,130,116,26,10,2,8,10,1,0,0.224,CC,-3.427,-2.028,-3.082,-0.915,-0.297,-9.749,-2.9670000000000005,6.782,-7.891950449932896,
452,Jasson Dominguez,NYA,18,6,SWITCH,67,56,10,8,2,4,11,5,0,0.179,,-3.537,-2.028,-3.283,-0.573,-0.34,-9.761,-9.761,0.0,-25.963373219344447,
453,Nick Loftin,KCA,54,6,RIGHT,171,148,28,15,1,14,19,1,0,0.189,2B,-3.151,-2.14,-2.781,-0.915,-0.777,-9.764,-5.539,4.225,-14.733236785365117,
454,Gustavo Campero,ANA,13,8,SWITCH,48,46,11,6,1,6,0,3,0,0.239,,-3.647,-2.14,-3.183,-0.744,-0.065,-9.778,-9.778,0.0,-26.00859167490524,
455,Eli White,ATL| TEX,23,2,RIGHT,42,39,11,8,1,4,1,1,1,0.282,,-3.537,-2.14,-3.283,-0.915,0.074,-9.801,-9.801,0.0,-26.069769585369833,
456,Brett Harris,ATH| OAK,33,8,RIGHT,123,103,15,15,3,12,17,0,3,0.146,3B,-3.151,-1.916,-2.882,-1.0,-0.886,-9.835,-5.729000000000001,4.106,-15.238619523985696,
457,Cristian Pache,ATL| OAK| PHI| BAL| MIA,66,8,RIGHT,183,165,33,11,1,16,17,1,0,0.2,CF,-3.372,-2.14,-2.681,-0.915,-0.729,-9.836,-5.448,4.388,-14.491185052657368,
458,Leo Rivas,SEA,29,9,SWITCH,86,73,17,8,0,8,10,2,0,0.233,SS,-3.537,-2.251,-3.082,-0.829,-0.138,-9.838,-3.757999999999999,6.08,-9.99593858808487,
459,Eguy Rosario,SDN,29,8,RIGHT,57,53,13,5,3,6,2,0,0,0.245,3B,-3.702,-1.916,-3.183,-1.0,-0.05,-9.851,-5.745000000000001,4.106,-15.28117807039585,
460,Bligh Madris,PIT| HOU| DET,21,5,LEFT,75,67,18,8,1,5,6,0,0,0.269,1B,-3.537,-2.14,-3.233,-1.0,0.058,-9.852,-6.422000000000001,3.43,-17.081936565375482,
461,Dominic Fletcher,CHA| ARI,70,7,LEFT,241,223,46,14,1,17,11,0,0,0.206,RF| CF,-3.207,-2.14,-2.631,-1.0,-0.878,-9.855,-5.4670000000000005,4.388,-14.541723326519426,
462,David Dahl,COL| TEX| SDN| PHI,19,8,LEFT,62,58,12,6,3,8,3,0,0,0.207,,-3.647,-1.916,-3.082,-1.0,-0.226,-9.871,-9.871,0.0,-26.255963225914257,
463,Ji Hwan Bae,PIT,24,9,LEFT,81,74,14,9,0,6,6,5,2,0.189,,-3.482,-2.251,-3.183,-0.573,-0.389,-9.878,-9.878,0.0,-26.2745825899687,
464,Jared Walsh,ANA| TEX,16,7,LEFT,60,53,12,9,1,7,7,0,0,0.226,,-3.482,-2.14,-3.132,-1.0,-0.127,-9.881,-9.881,0.0,-26.282562317420602,
465,Trey Cabbage,ANA| HOU,36,9,LEFT,91,86,18,10,1,8,4,1,1,0.209,RF,-3.427,-2.14,-3.082,-0.915,-0.319,-9.882,-5.494,4.388,-14.613540873586558,
466,Tim Anderson,ANA| CHA| MIA,64,6,RIGHT,241,234,50,15,0,9,7,4,4,0.214,SS,-3.151,-2.251,-3.032,-0.659,-0.788,-9.882,-3.8019999999999996,6.08,-10.112974590712794,
467,Zach Dezenzo,HOU,18,7,RIGHT,65,62,15,5,2,8,3,0,0,0.242,,-3.702,-2.028,-3.082,-1.0,-0.074,-9.887,-9.887,0.0,-26.298521772324413,
468,Jace Jung,DET,34,7,LEFT,94,79,19,14,0,3,15,0,1,0.241,3B,-3.207,-2.251,-3.333,-1.0,-0.103,-9.894,-5.788,4.106,-15.395554163873136,
469,Cesar Salazar,HOU,12,9,LEFT,32,25,8,5,0,8,2,0,0,0.32,,-3.702,-2.251,-3.082,-1.0,0.12,-9.916,-9.916,0.0,-26.375659137692814,
470,Drew Millas,WAS,18,8,SWITCH,62,57,14,6,1,1,5,4,0,0.246,,-3.647,-2.14,-3.433,-0.659,-0.052,-9.931,-9.931,0.0,-26.415557774952333,
471,Jonatan Clase,TOR| SEA,21,9,SWITCH,66,61,15,5,1,5,3,2,1,0.246,,-3.702,-2.14,-3.233,-0.829,-0.054,-9.958,-9.958,0.0,-26.487375322019467,
472,Nick Yorke,PIT,11,8,RIGHT,42,37,8,4,2,5,4,2,0,0.216,,-3.758,-2.028,-3.233,-0.829,-0.117,-9.965,-9.965,0.0,-26.50599468607391,
473,Austin Hedges,CLE| SDN| PIT| TEX,51,9,RIGHT,146,132,20,12,2,15,6,2,0,0.152,CC,-3.317,-2.028,-2.731,-0.829,-1.076,-9.981,-3.199,6.782,-8.509049372880124,
474,Luken Baker,SLN,21,2,RIGHT,49,40,7,3,2,10,7,1,0,0.175,,-3.813,-2.028,-2.982,-0.915,-0.254,-9.991,-9.991,0.0,-26.57515232399041,
475,David Hensley,HOU| MIA,23,8,RIGHT,58,52,11,9,1,4,6,1,0,0.212,,-3.482,-2.14,-3.283,-0.915,-0.184,-10.003,-10.003,0.0,-26.607071233798028,
476,Jacob Wilson,ATH| OAK,27,9,RIGHT,103,92,23,11,0,3,8,0,0,0.25,SS,-3.372,-2.251,-3.333,-1.0,-0.053,-10.009,-3.9290000000000003,6.08,-10.450783052843391,
477,Yuli Gurriel,SDN| HOU| MIA| KCA,18,4,RIGHT,65,54,13,7,0,6,9,1,0,0.241,,-3.592,-2.251,-3.183,-0.915,-0.069,-10.01,-10.01,0.0,-26.62569059785247,
478,David Bote,CHN,23,7,RIGHT,48,46,14,4,0,6,2,0,0,0.304,,-3.758,-2.251,-3.183,-1.0,0.166,-10.026,-10.026,0.0,-26.66824914426262,
479,Miguel Sano,MIN| ANA,27,4,RIGHT,95,83,17,9,2,6,9,0,0,0.205,,-3.482,-2.028,-3.183,-1.0,-0.336,-10.029,-10.029,0.0,-26.676228871714525,
480,James Outman,LAN| MIN,51,7,LEFT,156,136,20,12,4,11,16,2,1,0.147,CF,-3.317,-1.804,-2.932,-0.829,-1.155,-10.037,-5.649000000000001,4.388,-15.025826791934927,
481,Nasim Nunez,WAS,32,9,SWITCH,78,61,15,6,0,1,12,4,2,0.246,SS,-3.647,-2.251,-3.433,-0.659,-0.054,-10.045,-3.965,6.08,-10.546539782266237,
482,Zach DeLoach,CHA,22,2,LEFT,75,67,14,10,1,5,8,0,1,0.209,,-3.427,-2.14,-3.233,-1.0,-0.25,-10.049,-10.049,0.0,-26.729427054727218,
483,Rene Pinto,TBA,17,9,RIGHT,49,42,9,5,2,6,4,0,0,0.214,,-3.702,-2.028,-3.183,-1.0,-0.14,-10.052,-10.052,0.0,-26.73740678217912,
484,Curt Casali,CIN| SFN| SEA,38,9,RIGHT,125,108,21,12,1,8,13,0,0,0.194,CC,-3.317,-2.14,-3.082,-1.0,-0.524,-10.062,-3.2799999999999994,6.782,-8.724502014081526,
485,Jordyn Adams,BAL| ANA,10,8,RIGHT,38,35,8,4,1,4,3,2,0,0.229,,-3.758,-2.14,-3.283,-0.829,-0.078,-10.087,-10.087,0.0,-26.830503602451333,
486,Brandon Drury,TOR| NYN| CIN| SDN| ANA,96,5,RIGHT,360,325,55,28,4,15,27,1,0,0.169,2B,-2.435,-1.804,-2.731,-0.915,-2.206,-10.091,-5.866,4.225,-15.603027077622635,
487,Nick Madrigal,CHA| CHN,36,7,RIGHT,94,86,19,5,0,10,4,1,0,0.221,3B,-3.702,-2.251,-2.982,-0.915,-0.242,-10.092,-5.986000000000001,4.106,-15.922216175698791,
488,Jack Lopez,BOS| ANA,25,9,RIGHT,71,67,17,4,1,6,2,0,1,0.254,,-3.758,-2.14,-3.183,-1.0,-0.019,-10.099,-10.099,0.0,-26.86242251225895,
489,Alika Williams,PIT,34,9,RIGHT,96,87,18,11,0,5,3,1,0,0.207,2B,-3.372,-2.251,-3.233,-0.915,-0.338,-10.109,-5.884,4.225,-15.650905442334059,
490,Jahmai Jones,DET| ANA| BAL| MIL| NYA,19,9,RIGHT,47,42,10,6,1,4,2,0,1,0.238,,-3.647,-2.14,-3.283,-1.0,-0.063,-10.133,-10.133,0.0,-26.952859423380524,
491,Tucker Barnhart,TEX| CIN| DET| CHN| ARI,31,8,LEFT,96,81,14,13,0,6,13,1,0,0.173,CC,-3.262,-2.251,-3.183,-0.915,-0.527,-10.138,-3.356,6.782,-8.926655109529758,
492,Garrett Cooper,MIA| SDN| BOS| CHN,36,6,RIGHT,116,107,22,6,1,11,7,0,0,0.206,,-3.647,-2.14,-2.932,-1.0,-0.427,-10.146,-10.146,0.0,-26.987438242338776,
493,Alexander Canario,PIT| CHN,12,9,RIGHT,28,25,7,4,1,2,2,1,0,0.28,,-3.758,-2.14,-3.383,-0.915,0.043,-10.152,-10.152,0.0,-27.00339769724258,
494,Armando Alvarez,OAK,15,7,RIGHT,39,37,9,7,0,2,2,1,0,0.243,,-3.592,-2.251,-3.383,-0.915,-0.04,-10.182,-10.182,0.0,-27.08319497176162,
495,Jose Azocar,ATL| NYN| SDN,39,8,RIGHT,79,73,16,7,0,2,5,3,0,0.219,LF,-3.592,-2.251,-3.383,-0.744,-0.215,-10.186,-5.798,4.388,-15.422153255379481,
496,Darell Hernaiz,ATH| OAK,42,8,RIGHT,135,120,23,6,1,12,11,1,1,0.192,3B,-3.647,-2.14,-2.882,-0.915,-0.607,-10.191,-6.085000000000001,4.106,-16.185547181611618,
497,Alex Jackson,BAL| ATL| MIA| MIL| TBA,53,9,RIGHT,155,139,17,17,3,12,12,1,0,0.122,CC,-3.041,-1.916,-2.882,-0.915,-1.445,-10.199,-3.417,6.782,-9.088909567718469,
498,Vaughn Grissom,ATL| BOS,31,7,RIGHT,114,105,20,10,0,6,7,2,0,0.19,2B,-3.427,-2.251,-3.183,-0.829,-0.541,-10.231,-6.006,4.225,-15.97541435871148,
499,Avisail Garcia,MIL| MIA,18,6,RIGHT,51,50,12,4,2,2,1,0,0,0.24,,-3.758,-2.028,-3.383,-1.0,-0.067,-10.236,-10.236,0.0,-27.226830065895893,
500,David Villar,SFN,11,8,RIGHT,37,35,9,3,1,4,1,0,0,0.257,,-3.813,-2.14,-3.283,-1.0,-0.001,-10.236,-10.236,0.0,-27.226830065895893,
501,Jamie Westbrook,BOS,21,7,RIGHT,48,40,6,4,2,7,4,0,0,0.15,,-3.758,-2.028,-3.132,-1.0,-0.331,-10.249,-10.249,0.0,-27.26140888485414,
502,Blake Dunn,CIN,16,9,RIGHT,29,26,4,6,1,1,2,2,0,0.154,,-3.647,-2.14,-3.433,-0.829,-0.207,-10.257,-10.257,0.0,-27.282688158059216,
503,Michael Stefanic,TOR| ANA,38,9,RIGHT,124,110,24,7,0,8,10,0,0,0.218,2B,-3.592,-2.251,-3.082,-1.0,-0.332,-10.258,-6.0329999999999995,4.225,-16.047231905778613,
504,Forrest Wall,ATL| MIA,13,8,LEFT,35,32,8,3,0,1,3,3,3,0.25,,-3.813,-2.251,-3.433,-0.744,-0.018,-10.26,-10.26,0.0,-27.29066788551112,
505,Steward Berroa,MIL| TOR,17,9,SWITCH,45,37,7,6,0,1,8,3,1,0.189,,-3.647,-2.251,-3.433,-0.744,-0.194,-10.271,-10.271,0.0,-27.319926886168105,
506,Chadwick Tromp,ATL| BAL| SFN,18,9,RIGHT,54,52,13,3,0,6,1,0,0,0.25,,-3.813,-2.251,-3.183,-1.0,-0.03,-10.277,-10.277,0.0,-27.33588634107191,
507,Mason McCoy,SDN| TOR,17,9,RIGHT,57,49,10,7,0,3,5,1,0,0.204,,-3.592,-2.251,-3.333,-0.915,-0.201,-10.293,-10.293,0.0,-27.37844488748206,
508,Luke Maile,KCA| MIL| CLE| CIN,53,9,RIGHT,154,135,24,8,2,8,13,2,0,0.178,CC,-3.537,-2.028,-3.082,-0.829,-0.827,-10.304,-3.5220000000000002,6.782,-9.368200028535105,
509,Jacob Hurtubise,CIN,24,1,LEFT,68,54,10,6,0,4,6,2,0,0.185,,-3.647,-2.251,-3.283,-0.829,-0.3,-10.311,-10.311,0.0,-27.426323252193487,
510,Dan Vogelbach,MIL| SEA| TOR| NYN| PIT,31,5,LEFT,79,70,13,5,1,8,9,0,0,0.186,DH,-3.702,-2.14,-3.082,-1.0,-0.386,-10.311,-7.7385,2.5725000000000002,-20.583706962185946,
511,Miles Mastrobuoni,SEA| TBA| CHN,46,8,LEFT,106,98,19,9,0,4,7,2,0,0.194,,-3.482,-2.251,-3.283,-0.829,-0.479,-10.325,-10.325,0.0,-27.46356198030237,
512,Thomas Saggese,SLN,14,7,RIGHT,52,49,10,5,1,4,2,0,0,0.204,,-3.702,-2.14,-3.283,-1.0,-0.201,-10.326,-10.326,0.0,-27.466221889453006,
513,Tyler Black,MIL,17,3,LEFT,57,49,10,4,0,2,7,3,0,0.204,,-3.758,-2.251,-3.383,-0.744,-0.201,-10.337,-10.337,0.0,-27.495480890109985,
514,Marco Luciano,SFN,25,8,RIGHT,81,76,16,9,0,3,5,0,1,0.211,,-3.482,-2.251,-3.333,-1.0,-0.274,-10.341,-10.341,0.0,-27.50612052671252,
515,Graham Pauley,MIA| SDN,13,8,LEFT,32,32,4,4,2,5,0,0,0,0.125,,-3.758,-2.028,-3.233,-1.0,-0.326,-10.344,-10.344,0.0,-27.514100254164426,
516,Ryan Kreidler,DET,26,9,RIGHT,65,59,7,8,1,2,6,4,2,0.119,SS,-3.537,-2.14,-3.383,-0.659,-0.63,-10.349,-4.269,6.08,-11.35515216405916,
517,Ryan Vilade,CIN| SLN| COL| DET,16,9,RIGHT,49,45,8,5,1,5,2,0,0,0.178,,-3.702,-2.14,-3.233,-1.0,-0.276,-10.351,-10.351,0.0,-27.532719618218874,
518,Yoan Moncada,ANA| CHA,12,2,SWITCH,45,40,11,4,0,0,5,1,0,0.275,,-3.758,-2.251,-3.484,-0.915,0.054,-10.353,-10.353,0.0,-27.53803943652014,
519,Blake Sabol,BOS| SFN,11,7,LEFT,38,32,10,3,0,1,5,0,0,0.312,,-3.813,-2.251,-3.433,-1.0,0.135,-10.362,-10.362,0.0,-27.56197861887585,
520,Luke Williams,ATL| PHI| MIA| SFN| LAN,21,9,RIGHT,52,46,9,2,0,4,4,3,0,0.196,,-3.868,-2.251,-3.283,-0.744,-0.219,-10.365,-10.365,0.0,-27.569958346327756,
521,Bryce Johnson,SDN| SFN,30,9,SWITCH,73,63,13,7,0,4,7,0,0,0.206,RF,-3.592,-2.251,-3.283,-1.0,-0.248,-10.374,-5.986000000000001,4.388,-15.922216175698791,
522,Braden Shewmake,ATL| CHA,23,9,LEFT,67,64,8,4,1,4,1,5,0,0.125,,-3.758,-2.14,-3.283,-0.573,-0.652,-10.405,-10.405,0.0,-27.676354712353138,
523,Ehire Adrianza,MIN| ATL| WAS| ANA,8,8,SWITCH,28,26,5,4,1,2,2,0,0,0.192,,-3.758,-2.14,-3.383,-1.0,-0.13,-10.411,-10.411,0.0,-27.692314167256946,
524,Oscar Colas,CHA,13,6,LEFT,38,33,9,1,0,4,4,0,1,0.273,,-3.923,-2.251,-3.283,-1.0,0.039,-10.419,-10.419,0.0,-27.713593440462027,
525,Austin Shenton,TBA,19,5,LEFT,50,42,9,3,1,3,8,0,0,0.214,,-3.813,-2.14,-3.333,-1.0,-0.14,-10.425,-10.425,0.0,-27.729552895365835,
526,Johnathan Rodriguez,CLE,12,6,RIGHT,40,31,4,6,0,5,9,0,0,0.129,,-3.647,-2.251,-3.233,-1.0,-0.306,-10.438,-10.438,0.0,-27.764131714324083,
527,Cole Tucker,PIT| COL| ANA,20,8,SWITCH,57,50,9,3,0,3,6,3,1,0.18,,-3.813,-2.251,-3.333,-0.744,-0.298,-10.439,-10.439,0.0,-27.766791623474717,
528,Tyler Locklear,ARI| SEA,14,7,RIGHT,49,45,7,3,2,3,3,1,0,0.156,,-3.813,-2.028,-3.333,-0.915,-0.353,-10.441,-10.441,0.0,-27.772111441775987,
