,Name,Team,L/R,POS,IP,GS,GP,HA,R,ER,HR,BB,K,W,L,S,HD,BS,ERA,WHIP,SB,CS,SBP,W-Z,K-Z,S-Z,ERA-Z,WHIP-Z,Z-SUM,Z-SUM-A,ACV,
345,Erik Sabrowski,CLE,LEFT,RP,12.666666666666668,0,8,6,0,0,0,4,19,0,0,1,0,0,0.00,0.789,2,0,0.158,-2.292,-2.517,-0.413,0.44,0.248,-4.535,2.255,4.241333027793236,
346,Colin Poche,NYN| WAS| TBA,LEFT,RP,37.333333333333336,0,43,30,16,16,7,13,33,1,2,2,0,0,3.857,1.152,3,0,0.08,-2.032,-2.215,-0.326,-0.043,0.078,-4.538,2.252,4.235690456137635,
347,Tim Hill,NYA| SDN| CHA,LEFT,RP,67.00000000000001,0,62,77,32,25,2,19,31,4,0,0,0,0,3.358,1.433,3,0,0.045,-1.251,-2.258,-0.501,0.233,-0.768,-4.545,2.245,4.222524455607901,
348,Sean Reid-Foley,TOR| NYN,RIGHT,RP,21.666666666666664,0,23,13,10,4,0,14,25,1,2,0,0,0,1.661,1.246,3,1,0.138,-2.032,-2.387,-0.501,0.417,-0.053,-4.557,2.2329999999999997,4.199954168985497,
349,John McMillon,KCA| MIA,RIGHT,RP,12.0,0,10,7,4,2,1,5,13,2,1,0,0,0,1.500,1.000,1,0,0.083,-1.772,-2.646,-0.501,0.249,0.113,-4.557,2.2329999999999997,4.199954168985497,
350,Ryan Brasier,CHN| BOS| LAN,RIGHT,SP| RP,28.000000000000004,4,29,22,12,11,3,5,25,1,0,0,0,0,3.536,0.964,2,0,0.071,-2.032,-2.387,-0.501,0.051,0.311,-4.558,2.232,4.198073311766964,
351,Declan Cronin,CHA| MIA,RIGHT,RP,70.33333333333333,0,56,75,41,34,1,25,72,3,4,0,0,0,4.351,1.422,8,2,0.114,-1.511,-1.374,-0.501,-0.405,-0.769,-4.56,2.2300000000000004,4.1943115973298974,
352,Wandy Peralta,SDN| SFN| NYA,LEFT,RP,38.33333333333333,0,46,33,19,17,6,13,22,3,2,0,0,0,3.991,1.200,1,0,0.026,-1.511,-2.452,-0.501,-0.092,-0.009,-4.566,2.224,4.183026454018695,
353,Hunter Harvey,KCA| BAL| WAS,RIGHT,RP,50.66666666666666,0,49,51,28,25,5,16,55,2,4,1,0,0,4.441,1.322,13,2,0.257,-1.772,-1.74,-0.413,-0.334,-0.311,-4.571,2.2190000000000003,4.173622167926028,
354,Eduard Bazardo,SEA| BOS| BAL,RIGHT,RP,27.666666666666668,0,23,20,15,15,2,9,33,2,0,0,0,0,4.880,1.048,2,2,0.072,-1.772,-2.215,-0.501,-0.295,0.196,-4.587,2.2030000000000003,4.14352845242949,
355,Chris Paddack,DET| MIN| SDN,RIGHT,SP,88.33333333333333,17,17,102,50,49,14,21,79,5,3,0,0,0,4.992,1.393,3,1,0.034,-0.991,-1.223,-0.501,-1.036,-0.841,-4.591,2.199,4.136005023555355,
356,River Ryan,LAN,RIGHT,SP,20.333333333333336,4,4,15,4,3,1,9,18,1,0,0,0,0,1.328,1.180,4,0,0.197,-2.032,-2.538,-0.501,0.455,0.014,-4.602,2.1879999999999997,4.115315594151485,
357,Fraser Ellard,CHA,LEFT,RP,24.0,0,25,18,12,10,3,12,26,2,3,1,0,0,3.750,1.250,0,0,0.0,-1.772,-2.366,-0.413,-0.004,-0.064,-4.619,2.1710000000000003,4.083341021436415,
358,Richard Lovelady,NYN| TOR| KCA| OAK| CHN| TBA,LEFT,RP,34.33333333333333,0,35,34,18,17,3,11,26,3,6,2,0,0,4.456,1.311,4,0,0.117,-1.511,-2.366,-0.326,-0.231,-0.191,-4.626,2.1639999999999997,4.070175020906679,
359,David Festa,MIN,RIGHT,SP,64.33333333333333,13,14,62,36,35,9,23,77,2,6,0,0,0,4.896,1.321,10,0,0.155,-1.772,-1.266,-0.501,-0.697,-0.392,-4.627,2.1630000000000003,4.0682941636881464,
360,Jesus Luzardo,PHI| OAK| MIA,LEFT,SP,66.66666666666667,12,12,61,37,37,9,22,58,3,6,0,0,0,4.995,1.245,5,4,0.075,-1.511,-1.676,-0.501,-0.783,-0.161,-4.632,2.1580000000000004,4.058889877595479,
361,Gregory Soto,BAL| NYN| DET| PHI,LEFT,RP,53.00000000000001,0,66,56,30,26,4,27,65,3,5,2,0,0,4.415,1.566,2,1,0.038,-1.511,-1.525,-0.326,-0.337,-0.948,-4.647,2.143,4.030677019317475,
362,Gavin Williams,CLE,RIGHT,SP,76.0,16,16,72,42,41,7,32,79,3,10,0,0,0,4.855,1.368,4,0,0.053,-1.511,-1.223,-0.501,-0.794,-0.635,-4.665,2.125,3.99682158938387,
363,Xzavion Curry,MIA| CLE,RIGHT,SP| RP,42.666666666666664,5,16,38,23,22,8,7,28,2,2,0,0,0,4.641,1.055,2,0,0.047,-1.772,-2.323,-0.501,-0.361,0.289,-4.668,2.122,3.991179017728269,
364,Bryan Sammons,DET,LEFT,RP,27.333333333333332,0,6,16,11,11,6,9,18,1,1,0,0,0,3.622,0.915,0,1,0.0,-2.032,-2.538,-0.501,0.028,0.369,-4.674,2.1159999999999997,3.9798938744170673,
365,Nick Anderson,COL| TBA| ATL| KCA,RIGHT,RP,35.666666666666664,0,37,35,17,16,6,15,29,3,1,1,0,0,4.037,1.402,1,1,0.028,-1.511,-2.301,-0.413,-0.101,-0.356,-4.683,2.107,3.962966159450266,
366,Alek Manoah,TOR,RIGHT,SP,24.333333333333336,5,5,17,16,10,5,8,26,1,2,0,0,0,3.699,1.027,2,1,0.082,-2.032,-2.366,-0.501,0.008,0.197,-4.695,2.0949999999999998,3.940395872827862,
367,Alex Cobb,BAL| ANA| SFN| CLE,RIGHT,SP,16.333333333333336,3,3,14,7,5,1,3,10,2,1,0,0,0,2.755,1.041,1,0,0.061,-1.772,-2.711,-0.501,0.148,0.121,-4.714,2.0759999999999996,3.9046595856757236,
368,Yariel Rodriguez,TOR,RIGHT,SP,86.66666666666664,21,21,74,46,43,11,40,85,1,8,0,0,0,4.465,1.315,8,2,0.092,-2.032,-1.093,-0.501,-0.591,-0.503,-4.721,2.069,3.891493585145989,
369,Victor Gonzalez,LAN| NYA,LEFT,RP,23.333333333333336,0,27,13,12,10,3,13,11,2,1,2,0,0,3.857,1.114,0,1,0.0,-1.772,-2.689,-0.326,-0.027,0.091,-4.723,2.067,3.8877318707089223,
370,Ryan Zeferjahn,ANA,RIGHT,RP,17.0,0,12,7,4,4,0,6,18,0,0,0,0,0,2.118,0.765,0,0,0.0,-2.292,-2.538,-0.501,0.255,0.353,-4.724,2.066,3.885851013490388,
371,Sam Hentges,CLE,LEFT,RP,23.666666666666675,0,25,18,8,8,3,5,27,0,0,0,0,0,3.042,0.972,0,0,0.0,-2.292,-2.344,-0.501,0.152,0.255,-4.731,2.059,3.8726850129606536,
372,Scott Blewett,ATL| BAL| MIN| KCA,RIGHT,RP,20.333333333333332,0,12,17,5,4,2,8,18,1,1,0,0,0,1.770,1.230,2,0,0.098,-2.032,-2.538,-0.501,0.371,-0.034,-4.734,2.056,3.8670424413050526,
373,Burch Smith,OAK| BAL| MIA,RIGHT,RP,56.333333333333314,0,50,64,34,31,6,12,46,4,1,0,0,0,4.953,1.349,6,0,0.107,-1.251,-1.934,-0.501,-0.64,-0.419,-4.745,2.045,3.846353011901183,
374,Garrett Whitlock,BOS,RIGHT,SP,18.333333333333332,4,4,14,4,4,1,7,17,1,0,0,0,0,1.964,1.145,2,1,0.109,-2.032,-2.56,-0.501,0.302,0.044,-4.748,2.042,3.840710440245582,
375,Cristian Javier,HOU,RIGHT,SP,34.666666666666664,7,7,30,16,15,4,19,27,3,1,0,0,0,3.894,1.413,5,1,0.144,-1.511,-2.344,-0.501,-0.052,-0.365,-4.774,2.016,3.7918081525637093,
376,Luke Jackson,DET| SEA| TEX| ATL| SFN,RIGHT,RP,53.0,0,52,52,33,30,7,26,59,4,3,0,0,0,5.094,1.472,4,1,0.075,-1.251,-1.654,-0.501,-0.672,-0.707,-4.785,2.005,3.7711187231598395,
377,Landen Roupp,SFN,RIGHT,SP| RP,50.333333333333336,4,23,43,21,20,2,26,47,1,2,0,0,0,3.576,1.371,3,0,0.06,-2.032,-1.913,-0.501,0.073,-0.427,-4.8,1.9900000000000002,3.7429058648818363,
378,Roansy Contreras,BAL| COL| PIT| ANA,RIGHT,SP| RP,68.33333333333333,3,49,63,36,33,11,31,56,2,4,2,0,0,4.346,1.376,10,1,0.146,-1.772,-1.719,-0.326,-0.391,-0.595,-4.802,1.9880000000000004,3.7391441504447696,
379,Yency Almonte,COL| LAN| CHN,RIGHT,RP,15.666666666666666,0,17,9,7,6,1,8,20,1,0,1,0,0,3.447,1.085,2,0,0.128,-2.032,-2.495,-0.413,0.042,0.083,-4.816,1.9740000000000002,3.712812149385299,
380,Jack Kochanowicz,ANA,RIGHT,SP,65.33333333333334,11,11,68,30,29,7,10,25,2,6,0,0,0,3.995,1.194,2,2,0.031,-1.772,-2.387,-0.501,-0.16,0.004,-4.816,1.9740000000000002,3.712812149385299,
381,Emerson Hancock,SEA,RIGHT,SP,60.666666666666664,12,12,62,37,32,12,19,39,4,4,0,0,0,4.747,1.335,3,0,0.049,-1.251,-2.085,-0.501,-0.573,-0.41,-4.821,1.9690000000000003,3.703407863292631,
382,Alek Jacob,SDN,RIGHT,RP,14.666666666666666,0,7,9,4,4,1,2,19,0,0,0,0,0,2.454,0.750,0,0,0.0,-2.292,-2.517,-0.501,0.174,0.315,-4.821,1.9690000000000003,3.703407863292631,
383,Joey Cantillo,CLE,LEFT,SP,38.666666666666664,8,9,35,22,21,6,15,44,2,4,0,0,0,4.888,1.293,1,0,0.026,-1.772,-1.978,-0.501,-0.416,-0.183,-4.849,1.9409999999999998,3.65074386117369,
384,Brendon Little,TOR| CHN,LEFT,RP,45.66666666666667,0,49,41,21,19,7,19,36,1,2,1,0,0,3.744,1.314,5,0,0.109,-2.032,-2.15,-0.413,-0.005,-0.262,-4.863,1.9269999999999996,3.6244118601142192,
385,Angel Zerpa,KCA,LEFT,RP,53.66666666666667,0,60,59,24,23,6,19,49,2,0,0,0,0,3.857,1.453,1,1,0.019,-1.772,-1.87,-0.501,-0.062,-0.669,-4.874,1.9160000000000004,3.6037224307103513,
386,Josh Sborz,LAN| TEX,RIGHT,RP,16.333333333333332,0,17,16,8,7,1,4,17,2,2,0,0,0,3.857,1.224,7,0,0.429,-1.772,-2.56,-0.501,-0.019,-0.023,-4.875,1.915,3.601841573491817,
387,Jose Quijada,ANA,LEFT,RP,19.333333333333332,0,22,12,9,7,1,17,24,2,2,0,0,0,3.259,1.500,0,0,0.0,-1.772,-2.409,-0.501,0.085,-0.284,-4.881,1.9089999999999998,3.590556430180615,
388,Angel Chivilli,COL,RIGHT,RP,31.66666666666667,0,30,31,17,16,7,10,28,2,3,1,0,0,4.547,1.295,1,0,0.032,-1.772,-2.323,-0.413,-0.24,-0.152,-4.9,1.8899999999999997,3.554820143028477,
389,Cole Sulser,TBA| BAL| MIA| ARI| NYN,RIGHT,RP,16.333333333333336,2,10,9,5,5,1,9,15,1,0,0,0,0,2.755,1.102,1,0,0.061,-2.032,-2.603,-0.501,0.148,0.073,-4.915,1.875,3.5266072847504737,
390,Ryan Burr,TOR| CHA,RIGHT,SP| RP,32.666666666666664,4,34,29,16,15,4,12,47,0,2,0,0,0,4.133,1.255,2,0,0.061,-2.292,-1.913,-0.501,-0.122,-0.095,-4.923,1.867,3.511560427002205,
391,Kyle Nicolas,PIT,RIGHT,RP,54.66666666666667,0,51,51,30,24,4,31,55,2,2,0,0,0,3.951,1.500,0,2,0.0,-1.772,-1.74,-0.501,-0.111,-0.804,-4.928,1.862,3.502156140909537,
392,Luis Peralta,COL,LEFT,RP,12.333333333333334,0,15,7,1,1,0,5,14,0,0,0,0,0,0.730,0.973,0,0,0.0,-2.292,-2.625,-0.501,0.344,0.132,-4.942,1.8479999999999999,3.4758241398500664,
393,Austin Adams,SDN| ARI| OAK,RIGHT,RP,41.33333333333333,0,56,38,20,18,4,23,53,1,2,0,0,0,3.919,1.476,4,2,0.097,-2.032,-1.784,-0.501,-0.072,-0.56,-4.948,1.8419999999999996,3.4645389965388644,
394,Cionel Perez,BAL| HOU| CIN,LEFT,RP,53.66666666666666,0,62,47,29,27,0,28,46,2,0,2,0,0,4.528,1.397,2,0,0.037,-1.772,-1.934,-0.326,-0.397,-0.524,-4.953,1.8369999999999997,3.4551347104461967,
395,Ron Marinaccio,SDN| NYA,RIGHT,RP,23.333333333333332,0,16,18,11,10,4,10,25,1,0,0,0,0,3.857,1.200,7,0,0.3,-2.032,-2.387,-0.501,-0.027,-0.006,-4.953,1.8369999999999997,3.4551347104461967,
396,Drew Smith,NYN,RIGHT,RP,17.666666666666668,0,19,18,7,6,2,9,23,1,1,2,0,0,3.057,1.528,0,0,0.0,-2.032,-2.431,-0.326,0.111,-0.284,-4.961,1.8289999999999997,3.440087852697928,
397,Jeff Criswell,COL,RIGHT,RP,19.666666666666664,0,13,20,6,6,4,9,27,1,0,0,0,0,2.746,1.475,5,1,0.254,-2.032,-2.344,-0.501,0.18,-0.265,-4.962,1.8280000000000003,3.4382069954793955,
398,Jake Diekman,OAK| BOS| CHA| TBA| NYN,LEFT,RP,32.0,0,43,23,24,20,7,24,40,2,3,4,0,0,5.625,1.469,5,2,0.156,-1.772,-2.064,-0.151,-0.564,-0.422,-4.972,1.8179999999999996,3.4193984232940586,
399,Dane Dunning,ATL| TEX| CHA,RIGHT,SP| RP,95.0,15,26,97,60,56,18,40,91,5,7,0,0,0,5.305,1.442,9,2,0.095,-0.991,-0.964,-0.501,-1.39,-1.132,-4.978,1.8120000000000003,3.408113279982858,
400,Martin Perez,CHA| BOS| TEX| PIT| SDN,LEFT,SP,135.0,26,26,151,71,68,22,49,107,5,6,0,0,0,4.533,1.482,4,4,0.03,-0.991,-0.619,-0.501,-1.006,-1.864,-4.981,1.8090000000000002,3.4024707083272574,
401,Luis Guerrero,BOS,RIGHT,RP,10.0,0,9,6,1,0,0,2,9,0,0,0,0,0,0.00,0.800,0,1,0.0,-2.292,-2.733,-0.501,0.347,0.19,-4.988,1.8019999999999996,3.389304707797521,
402,Kevin Herget,ATL| NYN| TBA| CIN| MIL,RIGHT,RP,11.333333333333332,0,7,6,2,2,1,3,9,0,0,1,0,0,1.588,0.794,0,0,0.0,-2.292,-2.733,-0.413,0.226,0.219,-4.993,1.7969999999999997,3.3799004217048534,
403,Jacob Latz,TEX,LEFT,RP,43.66666666666666,0,46,39,20,18,6,27,40,2,3,0,0,0,3.710,1.512,1,1,0.023,-1.772,-2.064,-0.501,0.009,-0.666,-4.994,1.7960000000000003,3.378019564486321,
404,Hunter Bigge,TBA| CHN,RIGHT,RP,17.333333333333336,1,19,17,5,5,2,5,24,0,0,1,0,0,2.596,1.269,1,1,0.058,-2.292,-2.409,-0.413,0.183,-0.062,-4.994,1.7960000000000003,3.378019564486321,
405,Braxton Garrett,MIA,LEFT,SP,37.0,7,7,40,24,22,5,4,34,2,2,0,0,0,5.351,1.189,3,0,0.081,-1.772,-2.193,-0.501,-0.557,0.01,-5.013,1.7770000000000001,3.3422832773341824,
406,Bryce Jarvis,ARI,RIGHT,RP,59.33333333333334,0,44,52,25,21,6,33,38,1,2,0,0,0,3.185,1.433,2,0,0.034,-2.032,-2.107,-0.501,0.302,-0.68,-5.018,1.7720000000000002,3.3328789912415147,
407,Jordan Romano,PHI| TOR,RIGHT,RP,13.666666666666668,0,15,16,10,10,4,4,13,1,2,8,0,0,6.585,1.463,1,0,0.073,-2.032,-2.646,0.2,-0.363,-0.177,-5.018,1.7720000000000002,3.3328789912415147,
408,Erik Swanson,TOR| SEA,RIGHT,RP,39.33333333333333,0,45,36,22,22,11,14,37,2,2,0,0,0,5.034,1.271,2,0,0.051,-1.772,-2.129,-0.501,-0.476,-0.144,-5.022,1.7679999999999998,3.3253555623673794,
409,Kyle Muller,ATL| OAK,LEFT,RP,49.33333333333334,0,21,48,25,22,6,10,36,0,1,0,0,0,4.013,1.176,6,2,0.122,-2.292,-2.15,-0.501,-0.129,0.046,-5.027,1.763,3.3159512762747116,
410,Troy Taylor,SEA,RIGHT,RP,19.333333333333332,0,21,15,8,8,4,7,25,0,0,1,0,0,3.724,1.138,1,0,0.052,-2.292,-2.387,-0.413,0.001,0.053,-5.039,1.7510000000000003,3.2933809896523094,
411,Sean Reynolds,SDN,RIGHT,RP,10.999999999999998,0,9,10,1,1,0,5,21,0,0,0,0,0,0.818,1.364,2,0,0.182,-2.292,-2.474,-0.501,0.298,-0.089,-5.058,1.7320000000000002,3.2576447025001714,
412,Tristan Beck,SFN,RIGHT,RP,16.0,1,7,14,3,3,2,4,14,0,0,0,0,0,1.688,1.125,0,0,0.0,-2.292,-2.625,-0.501,0.304,0.054,-5.06,1.7300000000000004,3.2538829880631046,
413,Ian Hamilton,NYA| CHA| MIN,RIGHT,RP,37.66666666666666,0,35,37,17,16,2,14,41,0,1,1,0,0,3.823,1.354,3,0,0.08,-2.292,-2.042,-0.413,-0.032,-0.289,-5.069,1.721,3.2369552730963016,
414,Prelander Berroa,SEA| CHA,RIGHT,RP,19.000000000000004,0,17,15,7,7,2,13,26,1,0,0,0,0,3.316,1.474,2,2,0.105,-2.032,-2.366,-0.501,0.074,-0.255,-5.081,1.7089999999999996,3.2143849864738976,
415,Steven Okert,HOU| MIA| MIN,LEFT,RP,35.33333333333333,1,44,37,22,20,6,16,33,3,2,1,0,0,5.094,1.500,6,1,0.17,-1.511,-2.215,-0.413,-0.448,-0.519,-5.107,1.6829999999999998,3.1654826987920246,
416,Justin Verlander,SFN| HOU| NYN,RIGHT,SP,90.33333333333334,17,17,98,56,55,15,27,74,5,6,0,0,0,5.480,1.384,8,3,0.089,-0.991,-1.331,-0.501,-1.469,-0.822,-5.113,1.6769999999999996,3.1541975554808226,
417,Gus Varland,LAN| MIL| CHA,RIGHT,RP,26.333333333333332,0,26,30,12,10,2,8,27,1,0,0,0,0,3.418,1.443,5,1,0.19,-2.032,-2.344,-0.501,0.077,-0.315,-5.115,1.6749999999999998,3.150435841043756,
418,Ronny Henriquez,MIA| MIN,RIGHT,RP,19.333333333333332,1,16,20,8,7,2,5,15,1,1,0,0,0,3.259,1.293,1,0,0.052,-2.032,-2.603,-0.501,0.085,-0.091,-5.142,1.6479999999999997,3.099652696143349,
419,Carson Fulmer,ANA| BAL| DET| CIN,RIGHT,SP| RP,86.66666666666667,8,37,81,45,40,11,40,81,0,5,0,0,0,4.154,1.396,4,2,0.046,-2.292,-1.18,-0.501,-0.34,-0.84,-5.153,1.6370000000000005,3.078963266739481,
420,Chris Stratton,KCA| LAN| PIT| SLN| TEX,RIGHT,RP,58.333333333333336,0,57,53,38,36,5,33,44,4,3,4,0,0,5.554,1.474,3,1,0.051,-1.251,-1.978,-0.151,-0.989,-0.785,-5.154,1.6360000000000001,3.077082409520947,
421,Josh Staumont,KCA| MIN,RIGHT,RP,24.333333333333336,0,25,17,12,10,0,14,18,1,0,0,0,0,3.699,1.274,2,1,0.082,-2.032,-2.538,-0.501,0.008,-0.093,-5.157,1.633,3.071439837865346,
422,Caleb Ferguson,PIT| SEA| LAN| HOU| NYA,LEFT,RP,54.333333333333336,0,62,56,34,28,6,25,67,1,4,1,0,0,4.638,1.491,1,0,0.018,-2.032,-1.482,-0.413,-0.458,-0.775,-5.16,1.63,3.065797266209745,
423,Brady Basso,ATH| OAK,LEFT,SP| RP,22.333333333333332,4,7,23,10,10,3,5,19,1,1,0,0,0,4.030,1.254,2,1,0.09,-2.032,-2.517,-0.501,-0.062,-0.063,-5.175,1.6150000000000002,3.0375844079317416,
424,Cole Irvin,PHI| OAK| BAL| MIN,LEFT,SP| RP,111.00000000000001,16,29,132,71,63,18,29,78,6,6,1,0,0,5.108,1.450,2,2,0.018,-0.731,-1.244,-0.413,-1.421,-1.367,-5.176,1.6139999999999999,3.0357035507132073,
425,Jacob deGrom,TEX| NYN,RIGHT,SP,10.666666666666666,3,3,11,2,2,1,1,14,0,0,0,0,0,1.688,1.125,3,0,0.281,-2.292,-2.625,-0.501,0.203,0.036,-5.179,1.6109999999999998,3.0300609790576063,
426,Vinny Nittoli,SEA| PHI| NYN| BAL| OAK,RIGHT,RP,12.0,0,9,10,2,2,1,2,8,0,1,0,0,0,1.500,1.000,2,0,0.167,-2.292,-2.754,-0.501,0.249,0.113,-5.185,1.6050000000000004,3.018775835746406,
427,Adbert Alzolay,CHN,RIGHT,RP,17.333333333333336,0,18,19,13,9,6,6,13,1,4,4,0,0,4.673,1.442,4,0,0.231,-2.032,-2.646,-0.151,-0.152,-0.207,-5.187,1.6029999999999998,3.0150141213093375,
428,Lucas Sims,WAS| CIN| BOS,RIGHT,RP,49.33333333333334,0,58,41,24,24,8,30,49,1,6,1,0,0,4.378,1.439,3,1,0.061,-2.032,-1.87,-0.413,-0.297,-0.581,-5.193,1.5970000000000004,3.0037289779981373,
429,Quinn Priester,MIL| PIT| BOS,RIGHT,SP| RP,49.66666666666667,7,11,56,30,26,7,14,33,3,6,0,0,0,4.711,1.409,4,0,0.081,-1.511,-2.215,-0.501,-0.453,-0.513,-5.193,1.5970000000000004,3.0037289779981373,
430,Bryan Baker,BAL| TBA| TOR,RIGHT,RP,23.33333333333333,0,19,20,14,13,3,7,23,1,1,0,0,0,5.014,1.157,4,0,0.171,-2.032,-2.431,-0.501,-0.278,0.043,-5.199,1.5910000000000002,2.9924438346869353,
431,Shawn Armstrong,TEX| BAL| TBA| MIA| CHN| SLN,RIGHT,SP| RP,66.66666666666667,7,57,77,38,36,6,25,66,3,3,1,0,0,4.860,1.530,9,2,0.135,-1.511,-1.503,-0.413,-0.7,-1.077,-5.204,1.5860000000000003,2.983039548594268,
432,J. T. Ginn,ATH| OAK,RIGHT,SP,34.0,6,8,36,16,16,4,9,29,1,1,0,0,0,4.235,1.323,0,2,0.0,-2.032,-2.301,-0.501,-0.159,-0.211,-5.204,1.5860000000000003,2.983039548594268,
433,Richard Fitts,BOS,RIGHT,SP,20.666666666666668,4,4,19,6,4,0,7,9,0,1,0,0,0,1.742,1.258,0,0,0.0,-2.292,-2.733,-0.501,0.383,-0.063,-5.206,1.5839999999999996,2.9792778341571995,
434,Jose Marte,ANA,RIGHT,RP,19.333333333333336,0,14,14,6,5,1,10,14,0,0,0,0,0,2.328,1.241,1,0,0.052,-2.292,-2.625,-0.501,0.253,-0.043,-5.209,1.5810000000000004,2.9736352625016003,
435,Carlos Hernandez,CLE| DET| PHI| KCA,RIGHT,RP,30.000000000000004,0,27,24,14,11,1,16,27,0,1,0,0,0,3.300,1.333,8,1,0.267,-2.292,-2.344,-0.501,0.121,-0.2,-5.217,1.5730000000000004,2.9585884047533315,
436,Shawn Dubin,BAL| HOU,RIGHT,RP,45.333333333333336,2,31,45,25,21,3,26,49,1,1,2,0,0,4.169,1.566,2,0,0.044,-2.032,-1.87,-0.326,-0.184,-0.811,-5.223,1.5670000000000002,2.9473032614421295,
437,Chris Roycroft,SLN,RIGHT,RP,34.33333333333333,0,27,31,19,16,2,17,33,1,2,0,0,0,4.194,1.398,4,0,0.117,-2.032,-2.215,-0.501,-0.148,-0.336,-5.232,1.5579999999999998,2.9303755464753265,
438,Matthew Bowman,BAL| NYA| ARI| MIN| SEA,RIGHT,RP,30.66666666666666,1,25,26,15,15,5,13,24,1,0,0,0,0,4.402,1.272,3,0,0.098,-2.032,-2.409,-0.501,-0.191,-0.113,-5.247,1.5430000000000001,2.9021626881973233,
439,Justin Anderson,CHA,RIGHT,RP,53.333333333333336,0,56,48,29,26,5,32,57,1,2,1,0,0,4.388,1.500,8,1,0.15,-2.032,-1.697,-0.413,-0.325,-0.784,-5.252,1.5380000000000003,2.8927584021046555,
440,Anthony Veneziano,MIA| SLN| KCA,LEFT,RP,13.333333333333336,0,12,16,7,5,1,3,14,1,0,0,0,0,3.375,1.425,3,0,0.225,-2.032,-2.625,-0.501,0.044,-0.148,-5.261,1.529,2.8758306871378525,
441,Christian Scott,NYN,RIGHT,SP,47.333333333333336,9,9,45,24,24,8,12,39,0,3,0,0,0,4.563,1.204,1,2,0.021,-2.292,-2.085,-0.501,-0.366,-0.021,-5.266,1.524,2.8664264010451848,
442,Drew Thorpe,CHA,RIGHT,SP,44.333333333333336,9,9,35,29,27,8,21,25,3,3,0,0,0,5.481,1.263,9,0,0.203,-1.511,-2.387,-0.501,-0.721,-0.146,-5.267,1.5229999999999997,2.864545543826651,
443,Eduardo Rodriguez,ARI| BOS| DET,LEFT,SP,49.99999999999999,10,10,56,29,28,8,19,47,3,4,0,0,0,5.040,1.500,2,2,0.04,-1.511,-1.913,-0.501,-0.608,-0.735,-5.269,1.521,2.8607838293895838,
444,Cal Quantrill,ATL| MIA| CLE| SDN| COL,RIGHT,SP,148.33333333333331,29,29,156,83,82,23,69,110,8,11,0,0,0,4.975,1.517,14,9,0.094,-0.21,-0.554,-0.501,-1.716,-2.301,-5.282,1.508,2.8363326855486477,
445,Joey Wentz,ATL| MIN| PIT| DET,LEFT,RP,67.33333333333334,0,46,66,37,35,8,33,73,1,2,1,0,0,4.678,1.470,14,2,0.208,-2.032,-1.352,-0.413,-0.593,-0.894,-5.284,1.5060000000000002,2.832570971111581,
446,Jared Shuster,CHA| ATL,LEFT,SP| RP,73.33333333333334,4,39,74,38,35,9,33,56,2,5,0,0,0,4.295,1.459,7,2,0.095,-1.772,-1.719,-0.501,-0.384,-0.934,-5.31,1.4800000000000004,2.783668683429708,
447,Yilber Diaz,ARI,RIGHT,SP| RP,28.333333333333336,4,7,27,13,12,3,12,19,1,1,0,0,0,3.812,1.377,2,0,0.071,-2.032,-2.517,-0.501,-0.021,-0.248,-5.319,1.471,2.766740968462905,
448,Jhony Brito,NYA| SDN,RIGHT,RP,43.66666666666667,0,26,49,23,20,4,10,29,1,2,0,0,0,4.122,1.351,6,0,0.137,-2.032,-2.301,-0.501,-0.158,-0.329,-5.321,1.4690000000000003,2.762979254025838,
449,Ethan Roberts,CHN,RIGHT,RP,26.666666666666668,0,21,31,11,11,3,10,26,1,1,0,0,0,3.712,1.538,1,1,0.037,-2.032,-2.366,-0.501,0.005,-0.44,-5.334,1.4560000000000004,2.7385281101849017,
450,Caleb Thielbar,CHN| MIN,LEFT,RP,47.33333333333333,0,59,50,33,28,6,24,53,2,4,3,0,0,5.324,1.563,7,1,0.148,-1.772,-1.784,-0.238,-0.701,-0.841,-5.335,1.455,2.7366472529663675,
451,Clayton Kershaw,LAN,LEFT,SP,30.0,7,7,36,19,15,2,9,24,2,2,0,0,0,4.500,1.500,0,3,0.0,-1.772,-2.409,-0.501,-0.214,-0.441,-5.337,1.4530000000000003,2.7328855385293007,
452,Dillon Tate,TOR| BAL,RIGHT,RP,36.666666666666664,0,33,42,21,19,2,12,27,2,1,1,0,0,4.664,1.473,4,3,0.109,-1.772,-2.344,-0.413,-0.318,-0.491,-5.338,1.452,2.7310046813107665,
453,Nick Vespi,BAL,LEFT,RP,12.333333333333334,0,11,10,4,4,1,3,9,0,0,0,0,0,2.919,1.054,0,0,0.0,-2.292,-2.733,-0.501,0.093,0.084,-5.349,1.4409999999999998,2.710315251906897,
454,Kyle Freeland,COL,LEFT,SP,113.33333333333333,21,21,134,73,66,22,26,85,5,8,0,0,0,5.241,1.412,9,5,0.079,-0.991,-1.093,-0.501,-1.591,-1.184,-5.361,1.4290000000000003,2.687744965284495,
455,Brandon Williamson,CIN,LEFT,SP,14.333333333333334,3,4,10,7,6,4,5,12,0,0,0,0,0,3.767,1.046,1,0,0.07,-2.292,-2.668,-0.501,-0.005,0.103,-5.363,1.4269999999999996,2.6839832508474264,
